Locus type 	JGI3.1 	MpTak1_v5.1 	MpTak1_v5.1r2 	MpTak_v6.1 	MpTak_v6.1r2 	MpTak_v7.1 	Status
mRNA 	Mapoly0004s0072 	Mp3g16000 	- 	- 	- 	- 	
mRNA 	Mapoly0004s0071 	Mp3g16010 	Mp3g16010 	Mp3g16010 	Mp3g16010 	Mp3g16010 	
mRNA 	Mapoly0004s0070 	Mp3g16020 	Mp3g16020 	Mp3g16020 	Mp3g16020 	Mp3g16020 	
mRNA 	Mapoly0004s0069 	Mp3g16030 	Mp3g16030 	Mp3g16030 	Mp3g16030 	Mp3g16030 	
mRNA 	Mapoly0004s0068 	Mp3g16040 	Mp3g16040 	Mp3g16040 	Mp3g16040 	Mp3g16040 	
mRNA 	Mapoly0004s0067 	Mp3g16050 	Mp3g16050 	Mp3g16050 	Mp3g16050 	Mp3g16050 	
mRNA 	Mapoly0004s0066 	Mp3g16060 	Mp3g16060 	Mp3g16060 	Mp3g16060 	Mp3g16060 	
mRNA 	Mapoly0004s0064 	Mp3g16070 	Mp3g16070 	Mp3g16070 	Mp3g16070 	Mp3g16070 	
mRNA 	Mapoly0004s0063 	Mp3g16080 	Mp3g16080 	Mp3g16080 	Mp3g16080 	Mp3g16080 	
mRNA 	Mapoly0004s0062 	Mp3g16090 	Mp3g16090 	Mp3g16090 	Mp3g16090 	Mp3g16090 	
mRNA 	Mapoly0004s0061 	Mp3g16100 	Mp3g16100 	Mp3g16100 	Mp3g16100 	Mp3g16100 	
mRNA 	Mapoly0004s0060 	Mp3g16110 	Mp3g16110 	Mp3g16110 	Mp3g16110 	Mp3g16110 	
mRNA 	Mapoly0004s0059 	Mp3g16120 	Mp3g16120 	Mp3g16120 	Mp3g16120 	Mp3g16120 	
mRNA 	Mapoly0004s0058 	Mp3g16130 	Mp3g16130 	Mp3g16130 	Mp3g16130 	Mp3g16130 	
mRNA 	Mapoly0004s0057 	Mp3g16140 	Mp3g16140 	Mp3g16140 	Mp3g16140 	Mp3g16140 	
mRNA 	Mapoly0004s0056 	Mp3g16150 	Mp3g16150 	Mp3g16150 	Mp3g16150 	Mp3g16150 	
mRNA 	Mapoly0004s0055 	Mp3g16160 	Mp3g16160 	Mp3g16160 	Mp3g16160 	Mp3g16160 	
mRNA 	Mapoly0004s0054 	Mp3g16170 	Mp3g16170 	Mp3g16170 	Mp3g16170 	Mp3g16170 	
mRNA 	Mapoly0004s0053 	Mp3g16180 	Mp3g16180 	Mp3g16180 	Mp3g16180 	Mp3g16180 	
mRNA 	Mapoly0004s0052 	Mp3g16190 	Mp3g16190 	Mp3g16190 	Mp3g16190 	Mp3g16190 	
mRNA 	Mapoly0004s0051 	Mp3g16200 	Mp3g16200 	Mp3g16200 	Mp3g16200 	Mp3g16200 	
mRNA 	Mapoly0004s0050 	Mp3g16210 	Mp3g16210 	Mp3g16210 	Mp3g16210 	Mp3g16210 	
mRNA 	Mapoly0004s0049 	Mp3g16220 	Mp3g16220 	Mp3g16220 	Mp3g16220 	Mp3g16220 	
mRNA 	Mapoly0004s0048 	Mp3g16230 	Mp3g16230 	Mp3g16230 	Mp3g16230 	Mp3g16230 	
mRNA 	Mapoly0004s0047 	Mp3g16240 	Mp3g16240 	Mp3g16240 	Mp3g16240 	Mp3g16240 	
mRNA 	Mapoly0004s0046 	Mp3g16250 	Mp3g16250 	Mp3g16250 	Mp3g16250 	Mp3g16250 	
mRNA 	Mapoly0004s0045 	Mp3g16260 	Mp3g16260 	Mp3g16260 	Mp3g16260 	Mp3g16260 	
mRNA 	Mapoly0004s0044 	Mp3g16270 	Mp3g16270 	Mp3g16270 	Mp3g16270 	Mp3g16270 	
mRNA 	Mapoly0004s0043 	Mp3g16280 	Mp3g16280 	Mp3g16280 	Mp3g16280 	Mp3g16280 	
mRNA 	Mapoly0004s0042 	Mp3g16290 	Mp3g16290 	Mp3g16290 	Mp3g16290 	Mp3g16290 	
mRNA 	Mapoly0004s0041 	Mp3g16300 	Mp3g16300 	Mp3g16300 	Mp3g16300 	Mp3g16300 	
mRNA 	Mapoly0004s0040 	Mp3g16310 	Mp3g16310 	Mp3g16310 	Mp3g16310 	Mp3g16310 	
mRNA 	Mapoly0004s0039 	Mp3g16320 	Mp3g16320 	Mp3g16320 	Mp3g16320 	Mp3g16320 	
mRNA 	Mapoly0004s0038 	Mp3g16330 	Mp3g16330 	Mp3g16330 	Mp3g16330 	Mp3g16330 	
mRNA 	Mapoly0004s0037 	Mp3g16340 	Mp3g16340 	Mp3g16340 	Mp3g16340 	Mp3g16340 	
mRNA 	Mapoly0004s0036 	Mp3g16350 	Mp3g16350 	Mp3g16350 	Mp3g16350 	Mp3g16350 	
mRNA 	Mapoly0004s0035 	Mp3g16360 	Mp3g16360 	Mp3g16360 	Mp3g16360 	Mp3g16360 	
mRNA 	Mapoly0004s0034 	Mp3g16370 	Mp3g16370 	Mp3g16370 	Mp3g16370 	Mp3g16370 	
mRNA 	Mapoly0004s0033 	Mp3g16380 	Mp3g16380 	Mp3g16380 	Mp3g16380 	Mp3g16380 	
mRNA 	Mapoly0004s0032 	Mp3g16390 	Mp3g16390 	Mp3g16390 	Mp3g16390 	Mp3g16390 	
mRNA 	Mapoly0004s0031 	Mp3g16400 	Mp3g16400 	Mp3g16400 	Mp3g16400 	Mp3g16400 	
mRNA 	Mapoly0004s0030 	Mp3g16410 	Mp3g16410 	Mp3g16410 	Mp3g16410 	Mp3g16410 	
mRNA 	Mapoly0004s0029 	Mp3g16420 	Mp3g16420 	Mp3g16420 	Mp3g16420 	Mp3g16420 	
mRNA 	Mapoly0004s0028 	Mp3g16430 	Mp3g16430 	Mp3g16430 	Mp3g16430 	Mp3g16430 	
mRNA 	Mapoly0004s0027 	Mp3g16440 	Mp3g16440 	Mp3g16440 	Mp3g16440 	Mp3g16440 	
mRNA 	Mapoly0004s0026 	Mp3g16450 	Mp3g16450 	Mp3g16450 	Mp3g16450 	Mp3g16450 	
mRNA 	Mapoly0004s0025 	Mp3g16460 	Mp3g16460 	Mp3g16460 	Mp3g16460 	Mp3g16460 	
mRNA 	Mapoly0004s0024 	Mp3g16470 	Mp3g16470 	Mp3g16470 	Mp3g16470 	Mp3g16470 	
mRNA 	Mapoly0004s0023 	Mp3g16480 	Mp3g16480 	Mp3g16480 	Mp3g16480 	Mp3g16480 	
mRNA 	Mapoly0004s0022 	Mp3g16490 	Mp3g16490 	Mp3g16490 	Mp3g16490 	Mp3g16490 	
mRNA 	Mapoly0004s0021 	Mp3g16500 	Mp3g16500 	Mp3g16500 	Mp3g16500 	Mp3g16500 	
mRNA 	Mapoly0004s0020 	Mp3g16510 	Mp3g16510 	Mp3g16510 	Mp3g16510 	Mp3g16510 	
mRNA 	Mapoly0004s0019 	Mp3g16520 	Mp3g16520 	Mp3g16520 	Mp3g16520 	Mp3g16520 	
mRNA 	Mapoly0004s0018 	Mp3g16530 	Mp3g16530 	Mp3g16530 	Mp3g16530 	Mp3g16530 	
mRNA 	Mapoly0004s0017 	Mp3g16540 	Mp3g16540 	Mp3g16540 	Mp3g16540 	Mp3g16540 	
mRNA 	Mapoly0004s0016 	Mp3g16550 	- 	- 	- 	- 	
mRNA 	Mapoly0004s0015 	Mp3g16560 	Mp3g16560 	Mp3g16560 	Mp3g16560 	Mp3g16560 	
mRNA 	Mapoly0004s0014 	Mp3g16570 	Mp3g16570 	Mp3g16570 	Mp3g16570 	Mp3g16570 	
mRNA 	Mapoly0004s0013 	Mp3g16580 	Mp3g16580 	Mp3g16580 	Mp3g16580 	Mp3g16580 	
mRNA 	Mapoly0004s0012 	Mp3g16590 	Mp3g16590 	Mp3g16590 	Mp3g16590 	Mp3g16590 	
mRNA 	Mapoly0004s0011 	Mp3g16600 	Mp3g16600 	Mp3g16600 	Mp3g16600 	Mp3g16600 	
mRNA 	Mapoly0004s0010 	Mp3g16610 	Mp3g16610 	Mp3g16610 	Mp3g16610 	Mp3g16610 	
mRNA 	Mapoly0004s0009 	Mp3g16620 	Mp3g16620 	Mp3g16620 	Mp3g16620 	Mp3g16620 	
mRNA 	Mapoly0004s0008 	Mp3g16630 	Mp3g16630 	Mp3g16630 	Mp3g16630 	Mp3g16630 	
mRNA 	Mapoly0004s0007 	Mp3g16640 	Mp3g16640 	Mp3g16640 	Mp3g16640 	Mp3g16640 	
mRNA 	Mapoly0004s0006 	Mp3g16650 	Mp3g16650 	Mp3g16650 	Mp3g16650 	Mp3g16650 	
mRNA 	Mapoly0004s0005 	Mp3g16660 	Mp3g16660 	Mp3g16660 	Mp3g16660 	Mp3g16660 	
mRNA 	Mapoly0004s0004 	Mp3g16670 	Mp3g16670 	Mp3g16670 	Mp3g16670 	Mp3g16670 	
mRNA 	Mapoly0004s0003 	Mp3g16680 	Mp3g16680 	Mp3g16680 	Mp3g16680 	Mp3g16680 	
mRNA 	Mapoly0004s0002 	Mp3g16690 	Mp3g16690 	Mp3g16690 	Mp3g16690 	Mp3g16690 	
mRNA 	Mapoly0004s0001 	Mp3g16700 	Mp3g16700 	Mp3g16700 	Mp3g16700 	Mp3g16700 	
mRNA 	Mapoly0363s0001 	Mp3g16710 	- 	- 	- 	- 	
mRNA 	Mapoly0039s0123 	Mp3g16720 	Mp3g16720 	Mp3g16720 	Mp3g16720 	Mp3g16720 	
mRNA 	Mapoly0039s0122 	Mp3g16730 	Mp3g16730 	Mp3g16730 	Mp3g16730 	Mp3g16730 	
mRNA 	Mapoly0039s0121 	Mp3g16740 	Mp3g16740 	Mp3g16740 	Mp3g16740 	Mp3g16740 	
mRNA 	Mapoly0039s0120 	Mp3g16750 	Mp3g16750 	Mp3g16750 	Mp3g16750 	Mp3g16750 	
mRNA 	Mapoly0039s0119 	Mp3g16760 	Mp3g16760 	Mp3g16760 	Mp3g16760 	Mp3g16760 	
mRNA 	Mapoly0039s0118 	Mp3g16770 	Mp3g16770 	Mp3g16770 	Mp3g16770 	Mp3g16770 	
mRNA 	Mapoly0039s0117 	Mp3g16780 	Mp3g16780 	Mp3g16780 	Mp3g16780 	Mp3g16780 	
mRNA 	Mapoly0039s0116 	Mp3g16790 	Mp3g16790 	Mp3g16790 	Mp3g16790 	Mp3g16790 	
mRNA 	Mapoly0039s0115 	Mp3g16800 	Mp3g16800 	Mp3g16800 	Mp3g16800 	Mp3g16800 	
mRNA 	Mapoly0039s0114 	Mp3g16810 	Mp3g16810 	Mp3g16810 	Mp3g16810 	Mp3g16810 	
mRNA 	Mapoly0039s0113 	Mp3g16820 	Mp3g16820 	Mp3g16820 	Mp3g16820 	Mp3g16820 	
mRNA 	Mapoly0039s0112 	Mp3g16830 	Mp3g16830 	Mp3g16830 	Mp3g16830 	Mp3g16830 	
mRNA 	Mapoly0039s0111 	Mp3g16840 	Mp3g16840 	Mp3g16840 	Mp3g16840 	Mp3g16840 	
mRNA 	Mapoly0039s0110 	Mp3g16850 	Mp3g16850 	Mp3g16850 	Mp3g16850 	Mp3g16850 	
mRNA 	Mapoly0039s0109 	Mp3g16860 	Mp3g16860 	Mp3g16860 	Mp3g16860 	Mp3g16860 	
mRNA 	Mapoly0039s0108 	Mp3g16870 	Mp3g16870 	Mp3g16870 	Mp3g16870 	Mp3g16870 	
mRNA 	Mapoly0039s0107 	Mp3g16880 	Mp3g16880 	Mp3g16880 	Mp3g16880 	Mp3g16880 	
mRNA 	Mapoly0039s0106 	Mp3g16890 	Mp3g16890 	Mp3g16890 	Mp3g16890 	Mp3g16890 	
mRNA 	Mapoly0039s0105 	Mp3g16900 	Mp3g16900 	Mp3g16900 	Mp3g16900 	Mp3g16900 	
mRNA 	Mapoly0039s0104 	Mp3g16910 	Mp3g16910 	Mp3g16910 	Mp3g16910 	Mp3g16910 	
mRNA 	Mapoly0039s0103 	Mp3g16920 	Mp3g16920 	Mp3g16920 	Mp3g16920 	Mp3g16920 	
mRNA 	Mapoly0039s0102 	Mp3g16930 	Mp3g16930 	Mp3g16930 	Mp3g16930 	- 	deleted as of v7.1
mRNA 	Mapoly0039s0101 	Mp3g16940 	Mp3g16940 	Mp3g16940 	Mp3g16940 	- 	deleted as of v7.1
mRNA 	Mapoly0039s0100 	Mp3g16950 	Mp3g16950 	Mp3g16950 	Mp3g16950 	Mp3g16950 	
mRNA 	Mapoly0039s0099 	Mp3g16960 	Mp3g16960 	Mp3g16960 	Mp3g16960 	Mp3g16960 	
mRNA 	Mapoly0039s0098 	Mp3g16970 	Mp3g16970 	Mp3g16970 	Mp3g16970 	Mp3g16970 	
mRNA 	Mapoly0039s0097 	Mp3g16980 	Mp3g16980 	Mp3g16980 	Mp3g16980 	Mp3g16980 	
mRNA 	Mapoly0039s0095 	Mp3g16990 	Mp3g16990 	Mp3g16990 	Mp3g16990 	Mp3g16990 	
mRNA 	Mapoly0039s0094 	Mp3g17000 	Mp3g17000 	Mp3g17000 	Mp3g17000 	Mp3g17000 	
mRNA 	Mapoly0039s0093 	Mp3g17010 	Mp3g17010 	Mp3g17010 	Mp3g17010 	Mp3g17010 	
mRNA 	Mapoly0039s0092 	Mp3g17020 	Mp3g17020 	Mp3g17020 	Mp3g17020 	Mp3g17020 	
mRNA 	Mapoly0039s0091 	Mp3g17030 	Mp3g17030 	Mp3g17030 	Mp3g17030 	Mp3g17030 	
mRNA 	Mapoly0039s0090 	Mp3g17040 	Mp3g17040 	Mp3g17040 	Mp3g17040 	Mp3g17040 	
mRNA 	Mapoly0039s0089 	Mp3g17050 	Mp3g17050 	Mp3g17050 	Mp3g17050 	Mp3g17050 	
mRNA 	Mapoly0039s0088 	Mp3g17060 	Mp3g17060 	Mp3g17060 	Mp3g17060 	Mp3g17060 	
mRNA 	Mapoly0039s0087 	Mp3g17070 	Mp3g17070 	Mp3g17070 	Mp3g17070 	Mp3g17070 	
mRNA 	Mapoly0039s0086 	Mp3g17080 	Mp3g17080 	Mp3g17080 	Mp3g17080 	Mp3g17080 	
mRNA 	Mapoly0039s0085 	Mp3g17090 	Mp3g17090 	Mp3g17090 	Mp3g17090 	Mp3g17090 	
mRNA 	Mapoly0039s0084 	Mp3g17100 	Mp3g17100 	Mp3g17100 	Mp3g17100 	Mp3g17100 	
mRNA 	Mapoly0039s0083 	Mp3g17110 	Mp3g17110 	Mp3g17110 	Mp3g17110 	Mp3g17110 	
mRNA 	Mapoly0039s0082 	Mp3g17120 	Mp3g17120 	Mp3g17120 	Mp3g17120 	Mp3g17120 	
mRNA 	Mapoly0039s0081 	Mp3g17130 	Mp3g17130 	Mp3g17130 	Mp3g17130 	Mp3g17130 	
mRNA 	Mapoly0039s0080 	Mp3g17140 	Mp3g17140 	Mp3g17140 	Mp3g17140 	Mp3g17140 	
mRNA 	Mapoly0039s0079 	Mp3g17150 	Mp3g17150 	Mp3g17150 	Mp3g17150 	Mp3g17150 	
mRNA 	Mapoly0039s0078 	Mp3g17160 	Mp3g17160 	Mp3g17160 	Mp3g17160 	Mp3g17160 	
mRNA 	Mapoly0039s0077 	Mp3g17170 	Mp3g17170 	Mp3g17170 	Mp3g17170 	Mp3g17170 	
mRNA 	Mapoly0039s0076 	Mp3g17180 	Mp3g17180 	Mp3g17180 	Mp3g17180 	Mp3g17180 	
mRNA 	Mapoly0039s0075 	Mp3g17190 	Mp3g17190 	Mp3g17190 	Mp3g17190 	Mp3g17190 	
mRNA 	Mapoly0039s0074 	Mp3g17200 	Mp3g17200 	Mp3g17200 	Mp3g17200 	Mp3g17200 	
mRNA 	Mapoly0039s0073 	Mp3g17210 	Mp3g17210 	Mp3g17210 	Mp3g17210 	Mp3g17210 	
mRNA 	Mapoly0039s0072 	Mp3g17220 	Mp3g17220 	Mp3g17220 	Mp3g17220 	Mp3g17220 	
mRNA 	Mapoly0039s0071 	Mp3g17230 	Mp3g17230 	Mp3g17230 	Mp3g17230 	- 	deleted as of v7.1
mRNA 	Mapoly0039s0070 	Mp3g17240 	Mp3g17240 	Mp3g17240 	Mp3g17240 	Mp3g17240 	
mRNA 	Mapoly0039s0069 	Mp3g17250 	Mp3g17250 	Mp3g17250 	Mp3g17250 	Mp3g17250 	
mRNA 	Mapoly0039s0068 	Mp3g17260 	Mp3g17260 	Mp3g17260 	Mp3g17260 	Mp3g17260 	
mRNA 	Mapoly0039s0067 	Mp3g17270 	Mp3g17270 	Mp3g17270 	Mp3g17270 	Mp3g17270 	
mRNA 	Mapoly0039s0066 	Mp3g17280 	Mp3g17280 	Mp3g17280 	Mp3g17280 	Mp3g17280 	
mRNA 	Mapoly0039s0065 	Mp3g17290 	Mp3g17290 	Mp3g17290 	Mp3g17290 	Mp3g17290 	
mRNA 	Mapoly0039s0064 	Mp3g17300 	Mp3g17300 	Mp3g17300 	Mp3g17300 	Mp3g17300 	
mRNA 	Mapoly0039s0063 	Mp3g17310 	Mp3g17310 	Mp3g17310 	Mp3g17310 	Mp3g17310 	
mRNA 	Mapoly0039s0062 	Mp3g17320 	Mp3g17320 	Mp3g17320 	Mp3g17320 	Mp3g17320 	
mRNA 	Mapoly0039s0061 	Mp3g17330 	Mp3g17330 	Mp3g17330 	Mp3g17330 	Mp3g17330 	
mRNA 	Mapoly0039s0060 	Mp3g17340 	Mp3g17340 	Mp3g17340 	Mp3g17340 	Mp3g17340 	
mRNA 	Mapoly0039s0059 	Mp3g17350 	Mp3g17350 	Mp3g17350 	Mp3g17350 	Mp3g17350 	
mRNA 	Mapoly0039s0058 	Mp3g17360 	Mp3g17360 	Mp3g17360 	Mp3g17360 	Mp3g17360 	
mRNA 	Mapoly0039s0057 	Mp3g17370 	Mp3g17370 	Mp3g17370 	Mp3g17370 	Mp3g17370 	
mRNA 	Mapoly0039s0056 	Mp3g17380 	Mp3g17380 	Mp3g17380 	Mp3g17380 	Mp3g17380 	
mRNA 	Mapoly0039s0055 	Mp3g17390 	Mp3g17390 	Mp3g17390 	Mp3g17390 	Mp3g17390 	
mRNA 	Mapoly0039s0054 	Mp3g17400 	Mp3g17400 	Mp3g17400 	Mp3g17400 	Mp3g17400 	
mRNA 	Mapoly0039s0053 	Mp3g17410 	Mp3g17410 	Mp3g17410 	Mp3g17410 	Mp3g17410 	
mRNA 	Mapoly0039s0052 	Mp3g17420 	Mp3g17420 	Mp3g17420 	Mp3g17420 	Mp3g17420 	
mRNA 	Mapoly0039s0051 	Mp3g17430 	Mp3g17430 	Mp3g17430 	Mp3g17430 	Mp3g17430 	
mRNA 	Mapoly0039s0050 	Mp3g17440 	Mp3g17440 	Mp3g17440 	Mp3g17440 	Mp3g17440 	
mRNA 	Mapoly0039s0049 	Mp3g17450 	Mp3g17450 	Mp3g17450 	Mp3g17450 	Mp3g17450 	
mRNA 	Mapoly0039s0048 	Mp3g17460 	- 	- 	- 	- 	
mRNA 	Mapoly0039s0047 	Mp3g17470 	Mp3g17470 	Mp3g17470 	Mp3g17470 	Mp3g17470 	
mRNA 	Mapoly0039s0046 	Mp3g17480 	Mp3g17480 	Mp3g17480 	Mp3g17480 	Mp3g17480 	
mRNA 	Mapoly0039s0045 	Mp3g17490 	Mp3g17490 	Mp3g17490 	Mp3g17490 	Mp3g17490 	
mRNA 	Mapoly0039s0044 	Mp3g17500 	Mp3g17500 	Mp3g17500 	Mp3g17500 	Mp3g17500 	
mRNA 	Mapoly0039s0043 	Mp3g17510 	Mp3g17510 	Mp3g17510 	Mp3g17510 	Mp3g17510 	
mRNA 	Mapoly0039s0042 	Mp3g17520 	Mp3g17520 	Mp3g17520 	Mp3g17520 	Mp3g17520 	
mRNA 	Mapoly0039s0041 	Mp3g17530 	Mp3g17530 	Mp3g17530 	Mp3g17530 	Mp3g17530 	
mRNA 	Mapoly0039s0040 	Mp3g17540 	Mp3g17540 	Mp3g17540 	Mp3g17540 	Mp3g17540 	
mRNA 	Mapoly0039s0039 	Mp3g17550 	Mp3g17550 	Mp3g17550 	Mp3g17550 	Mp3g17550 	
mRNA 	Mapoly0039s0038 	Mp3g17560 	Mp3g17560 	Mp3g17560 	Mp3g17560 	Mp3g17560 	
mRNA 	- 	Mp3g17570 	Mp3g17570 	Mp3g17570 	Mp3g17570 	Mp3g17570 	
mRNA 	Mapoly0039s0036 	Mp3g17580 	Mp3g17580 	Mp3g17580 	Mp3g17580 	Mp3g17580 	
mRNA 	Mapoly0039s0037 	Mp3g17590 	- 	- 	- 	- 	
mRNA 	Mapoly0039s0035 	Mp3g17600 	Mp3g17600 	Mp3g17600 	Mp3g17600 	Mp3g17600 	
mRNA 	Mapoly0039s0034 	Mp3g17610 	Mp3g17610 	Mp3g17610 	Mp3g17610 	Mp3g17610 	
mRNA 	Mapoly0039s0033 	Mp3g17620 	Mp3g17620 	Mp3g17620 	Mp3g17620 	Mp3g17620 	
mRNA 	Mapoly0315s0001 	Mp3g17630 	Mp3g17630 	Mp3g17630 	Mp3g17630 	Mp3g17630 	
mRNA 	Mapoly0039s0032 	Mp3g17640 	Mp3g17640 	Mp3g17640 	Mp3g17640 	Mp3g17640 	
mRNA 	Mapoly0039s0031 	Mp3g17650 	Mp3g17650 	Mp3g17650 	Mp3g17650 	Mp3g17650 	
mRNA 	Mapoly0039s0030 	Mp3g17660 	Mp3g17660 	Mp3g17660 	Mp3g17660 	Mp3g17660 	
mRNA 	Mapoly0039s0029 	Mp3g17670 	Mp3g17670 	Mp3g17670 	Mp3g17670 	Mp3g17670 	
mRNA 	Mapoly0039s0028 	Mp3g17680 	Mp3g17680 	Mp3g17680 	Mp3g17680 	Mp3g17680 	
mRNA 	Mapoly0039s0027 	Mp3g17690 	Mp3g17690 	Mp3g17690 	Mp3g17690 	Mp3g17690 	
mRNA 	Mapoly0039s0026 	Mp3g17700 	Mp3g17700 	Mp3g17700 	Mp3g17700 	- 	deleted as of v7.1
mRNA 	Mapoly0039s0025 	Mp3g17710 	Mp3g17710 	Mp3g17710 	Mp3g17710 	Mp3g17710 	
mRNA 	Mapoly0039s0024 	Mp3g17720 	Mp3g17720 	Mp3g17720 	Mp3g17720 	- 	deleted as of v7.1
mRNA 	Mapoly0039s0023 	Mp3g17730 	Mp3g17730 	Mp3g17730 	Mp3g17730 	Mp3g17730 	
mRNA 	Mapoly0039s0022 	Mp3g17740 	Mp3g17740 	Mp3g17740 	Mp3g17740 	Mp3g17740 	
mRNA 	Mapoly0039s0021 	Mp3g17750 	Mp3g17750 	Mp3g17750 	Mp3g17750 	Mp3g17750 	
mRNA 	Mapoly0039s0020 	Mp3g17760 	Mp3g17760 	Mp3g17760 	Mp3g17760 	Mp3g17760 	
mRNA 	Mapoly0039s0019 	Mp3g17770 	Mp3g17770 	Mp3g17770 	Mp3g17770 	Mp3g17770 	
mRNA 	Mapoly0039s0018 	Mp3g17780 	Mp3g17780 	Mp3g17780 	Mp3g17780 	Mp3g17780 	
mRNA 	Mapoly0039s0017 	Mp3g17790 	Mp3g17790 	Mp3g17790 	Mp3g17790 	Mp3g17790 	
mRNA 	Mapoly0039s0016 	Mp3g17800 	Mp3g17800 	Mp3g17800 	Mp3g17800 	Mp3g17800 	
mRNA 	Mapoly0039s0015 	Mp3g17810 	Mp3g17810 	Mp3g17810 	Mp3g17810 	Mp3g17810 	
mRNA 	Mapoly0039s0014 	Mp3g17820 	Mp3g17820 	Mp3g17820 	Mp3g17820 	Mp3g17820 	
mRNA 	Mapoly0039s0013 	Mp3g17830 	Mp3g17830 	Mp3g17830 	Mp3g17830 	Mp3g17830 	
mRNA 	Mapoly0039s0012 	Mp3g17840 	Mp3g17840 	Mp3g17840 	Mp3g17840 	Mp3g17840 	
mRNA 	Mapoly0039s0011 	Mp3g17850 	Mp3g17850 	Mp3g17850 	Mp3g17850 	Mp3g17850 	
mRNA 	Mapoly0039s0010 	Mp3g17860 	Mp3g17860 	Mp3g17860 	Mp3g17860 	Mp3g17860 	
mRNA 	Mapoly0039s0009 	Mp3g17870 	Mp3g17870 	Mp3g17870 	Mp3g17870 	Mp3g17870 	
mRNA 	Mapoly0039s0008 	Mp3g17880 	Mp3g17880 	Mp3g17880 	Mp3g17880 	Mp3g17880 	
mRNA 	Mapoly0039s0007 	Mp3g17890 	Mp3g17890 	Mp3g17890 	Mp3g17890 	Mp3g17890 	
mRNA 	Mapoly0039s0006 	Mp3g17900 	Mp3g17900 	Mp3g17900 	Mp3g17900 	Mp3g17900 	
mRNA 	Mapoly0039s0005 	Mp3g17910 	Mp3g17910 	Mp3g17910 	Mp3g17910 	Mp3g17910 	
mRNA 	Mapoly0039s0004 	Mp3g17920 	Mp3g17920 	Mp3g17920 	Mp3g17920 	Mp3g17920 	
mRNA 	Mapoly0039s0003 	Mp3g17930 	Mp3g17930 	Mp3g17930 	Mp3g17930 	Mp3g17930 	
mRNA 	Mapoly0039s0002 	Mp3g17940 	Mp3g17940 	Mp3g17940 	Mp3g17940 	Mp3g17940 	
mRNA 	Mapoly0039s0001 	Mp3g17950 	Mp3g17950 	Mp3g17950 	Mp3g17950 	Mp3g17950 	
mRNA 	Mapoly0140s0045 	Mp3g17960 	Mp3g17960 	Mp3g17960 	Mp3g17960 	Mp3g17960 	
mRNA 	Mapoly0140s0044 	Mp3g17970 	Mp3g17970 	Mp3g17970 	Mp3g17970 	Mp3g17970 	
mRNA 	Mapoly0140s0043 	Mp3g17980 	Mp3g17980 	Mp3g17980 	Mp3g17980 	Mp3g17980 	
mRNA 	Mapoly0140s0042 	Mp3g17990 	Mp3g17990 	Mp3g17990 	Mp3g17990 	Mp3g17990 	
mRNA 	Mapoly0140s0041 	Mp3g18000 	Mp3g18000 	Mp3g18000 	Mp3g18000 	Mp3g18000 	
mRNA 	Mapoly0140s0040 	Mp3g18010 	Mp3g18010 	Mp3g18010 	Mp3g18010 	Mp3g18010 	
mRNA 	Mapoly0140s0039 	Mp3g18020 	Mp3g18020 	Mp3g18020 	Mp3g18020 	Mp3g18020 	
mRNA 	Mapoly0140s0038 	Mp3g18030 	Mp3g18030 	Mp3g18030 	Mp3g18030 	Mp3g18030 	
mRNA 	Mapoly0140s0037 	Mp3g18040 	Mp3g18040 	Mp3g18040 	Mp3g18040 	Mp3g18040 	
mRNA 	Mapoly0140s0036 	Mp3g18050 	Mp3g18050 	Mp3g18050 	Mp3g18050 	Mp3g18050 	
mRNA 	Mapoly0140s0035 	Mp3g18060 	Mp3g18060 	Mp3g18060 	Mp3g18060 	Mp3g18060 	
mRNA 	Mapoly0140s0034 	Mp3g18070 	Mp3g18070 	Mp3g18070 	Mp3g18070 	Mp3g18070 	
mRNA 	Mapoly0140s0033 	Mp3g18080 	Mp3g18080 	Mp3g18080 	Mp3g18080 	Mp3g18080 	
mRNA 	Mapoly0140s0032 	Mp3g18090 	Mp3g18090 	Mp3g18090 	Mp3g18090 	Mp3g18090 	
mRNA 	Mapoly0140s0031 	Mp3g18100 	Mp3g18100 	Mp3g18100 	Mp3g18100 	Mp3g18100 	
mRNA 	Mapoly0140s0030 	Mp3g18110 	Mp3g18110 	Mp3g18110 	Mp3g18110 	Mp3g18110 	
mRNA 	Mapoly0140s0029 	Mp3g18120 	Mp3g18120 	Mp3g18120 	Mp3g18120 	Mp3g18120 	
mRNA 	Mapoly0140s0028 	Mp3g18130 	Mp3g18130 	Mp3g18130 	Mp3g18130 	Mp3g18130 	
mRNA 	Mapoly0140s0027 	Mp3g18140 	Mp3g18140 	Mp3g18140 	Mp3g18140 	Mp3g18140 	
mRNA 	Mapoly0140s0026 	Mp3g18150 	- 	- 	- 	- 	
mRNA 	Mapoly0140s0025 	Mp3g18160 	Mp3g18160 	Mp3g18160 	Mp3g18160 	Mp3g18160 	
mRNA 	Mapoly0140s0024 	Mp3g18170 	Mp3g18170 	Mp3g18170 	Mp3g18170 	Mp3g18170 	
mRNA 	Mapoly0140s0023 	Mp3g18180 	Mp3g18180 	Mp3g18180 	Mp3g18180 	Mp3g18180 	
